"Original Text","Initial","Machine translation","Better translation","Best translation"
"０４／１９　その１","Apr. 19: Part 1","","",""
"０４／２２　その１","Apr. 22: Part 1","","",""
"０４／２２　その２","Apr. 22: Part 2","","",""
"０４／２４　その１","Apr. 24: Part 1","","",""
"０４／２６　その１","Apr. 26: Part 1","","",""
"０４／０９　その１","Apr. 9: Part 1","","",""
"０４／１０　その２","Apr. 10: Part 2","","",""
"０４／１４　その１","Apr. 14: Part 1","","",""
"０４／３０　その１","Apr. 30: Part 1","","",""
"０４／３０　その２","Apr. 30: Part 2","","",""
"０４／３０　その３","Apr. 30: Part 3","","",""
"０４／３０　その４","Apr. 30: Part 4","","",""
"０５／０１　その１","May 1: Part 1","","",""
"０５／０１　その２","May 1: Part 2","","",""
"０５／０４　その１","May 4: Part 1","","",""
"０５／０４　その２","May 4: Part 2","","",""
"０５／０８　その１","May 8: Part 1","","",""
"０５／１０　その１","May 10: Part 1","","",""
"０５／１７　その１","May 17: Part 1","","",""
"０５／０５　その１","May 5: Part 1","","",""
"０５／１２　その１","May 12: Part 1","","",""
"０５／１５　その２","May 15: Part 2","","",""
"０５／０１　その３","May 1: Part 3","","",""
"０５／０１　その４","May 1: Part 4","","",""
"０５／０３　その１","May 3: Part 1","","",""
"０５／１９　その１","May 19: Part 1","","",""
"０５／２２　その１","May 22: Part 1","","",""
"０５／２４　その１","May 24: Part 1","","",""
"０５／２６　その１","May 26: Part 1","","",""
"０５／１５　その１","May 15: Part 1","","",""
"０５／２８　その１","May 28: Part 1","","",""
"０５／２８　その２","May 28: Part 2","","",""
"０５／２８　その３","May 28: Part 3","","",""
"０６／０２　その１","June 2: Part 1","","",""
"０６／０５　その１","June 5: Part 1","","",""
"０６／０５　その２","June 5: Part 2","","",""
"０６／０７　その１","June 7: Part 1","","",""
"０６／０７　その２","June 7: Part 2","","",""
"０６／１４　その３","June 14: Part 3","","",""
"０６／０９　その１","June 9: Part 1","","",""
"０６／１２　その１","June 12: Part 1","","",""
"０６／１４　その１","June 14: Part 1","","",""
"０６／１６　その１","June 16: Part 1","","",""
"０６／１７　その１","June 17: Part 1","","",""
"０６／１７　その３","June 17: Part 3","","",""
"０６／１４　その２","June 14: Part 2","","",""
"０６／１６　その２","June 16: Part 2","","",""
"０６／１７　その２","June 17: Part 2","","",""
"０６／１９　その１","June 19: Part 1","","",""
"０６／２１　その１","June 21: Part 1","","",""
"０６／２４　その１","June 24: Part 1","","",""
"０６／２６　その１","June 26: Part 1","","",""
"０６／２８　その１","June 28: Part 1","","",""
"０６／２７　その１","June 27: Part 1","","",""
"０６／３０　その１","June 30: Part 1","","",""
"０６／３０　その２","June 30: Part 2","","",""
"０６／３０　その３","June 30: Part 3","","",""
"０６／３０　その４","June 30: Part 4","","",""
"０７／０３　その１","July 3: Part 1","","",""
"０７／０３　その２","July 3: Part 2","","",""
"０７／０３　その４","July 3: Part 4","","",""
"０７／０４　その１","July 4: Part 1","","",""
"０７／０５　その１","July 5: Part 1","","",""
"０７／０６　その１","July 6: Part 1","","",""
"０７／０７　その１","July 7: Part 1","","",""
"０７／１０　その１","July 10: Part 1","","",""
"０７／１２　その１","July 12: Part 1","","",""
"０７／１４　その１","July 14: Part 1","","",""
"０７／１７　その１","July 17: Part 1","","",""
"０７／２２　その１","July 22: Part 1","","",""
"０７／２２　その２","July 22: Part 2","","",""
"０７／２６　その１","July 26: Part 1","","",""
"０７／２８　その１","July 28: Part 1","","",""
"０７／０３　その３","July 3: Part 3","","",""
"０７／１４　その２","July 14: Part 2","","",""
"０７／１９　その１","July 19: Part 1","","",""
"０７／２４　その１","July 24: Part 1","","",""
"０７／３０　その１","July 30: Part 1","","",""
"０７／３０　その２","July 30: Part 2","","",""
"０７／３０　その３","July 30: Part 3","","",""
"０７／３０　その４","July 30: Part 4","","",""
"０７／３０　その５","July 30: Part 5","","",""
"０８／０１　その１","Aug. 1: Part 1","","",""
"０８／０３　その２","Aug. 3: Part 2","","",""
"０８／０４　その１","Aug. 4: Part 1","","",""
"０８／０４　その２","Aug. 4: Part 2","","",""
"０８／０６　その１","Aug. 6: Part 1","","",""
"０８／０６　その２","Aug. 6: Part 2","","",""
"０８／０５　その１","Aug. 5: Part 1","","",""
"０８／０８　その３","Aug. 8: Part 3","","",""
"０８／０８　その５","Aug. 8: Part 5","","",""
"０８／０８　その７","Aug. 8: Part 7","","",""
"０８／０８　その８","Aug. 8: Part 8","","",""
"０８／１０　その１","Aug. 10: Part 1","","",""
"０８／１１　その１","Aug. 11: Part 1","","",""
"０８／１１　その２","Aug. 11: Part 2","","",""
"０８／１４　その１","Aug. 14: Part 1","","",""
"０８／１６　その１","Aug. 16: Part 1","","",""
"０８／２１　その１","Aug. 21: Part 1","","",""
"０８／２３　その１","Aug. 23: Part 1","","",""
"０８／２５　その１","Aug. 25: Part 1","","",""
"０８／０１　その２","Aug. 1: Part 2","","",""
"０８／０１　その３","Aug. 1: Part 3","","",""
"０８／０２　その１","Aug. 2: Part 1","","",""
"０８／０３　その１","Aug. 3: Part 1","","",""
"０８／０３　その３","Aug. 3: Part 3","","",""
"０８／０５　その２","Aug. 5: Part 2","","",""
"０８／０６　その３","Aug. 6: Part 3","","",""
"０８／０７　その１","Aug. 7: Part 1","","",""
"０８／０８　その６","Aug. 8: Part 6","","",""
"０８／１４　その２","Aug. 14: Part 2","","",""
"０８／１８　その１","Aug. 18: Part 1","","",""
"０８／２０　その１","Aug. 20: Part 1","","",""
"０８／２７　その４","Aug. 27: Part 4","","",""
"０８／０４　その３","Aug. 4: Part 3","","",""
"０８／０５　その３","Aug. 5: Part 3","","",""
"０８／０５　その４","Aug. 5: Part 4","","",""
"０８／０６　その４","Aug. 6: Part 4","","",""
"０８／０７　その２","Aug. 7: Part 2","","",""
"０８／０７　その３","Aug. 7: Part 3","","",""
"０８／０８　その１","Aug. 8: Part 1","","",""
"０８／０８　その２","Aug. 8: Part 2","","",""
"０８／０８　その４","Aug. 8: Part 4","","",""
"０８／２７　その１","Aug. 27: Part 1","","",""
"０８／２７　その２","Aug. 27: Part 2","","",""
"０８／２７　その３","Aug. 27: Part 3","","",""
"０８／３１　その１","Aug. 31: Part 1","","",""
"０９／０８　その１","Sept. 8: Part 1","","",""
"０９／０１　その３","Sept. 1: Part 3","","",""
"０９／０８　その２","Sept. 8: Part 2","","",""
"０９／１５　その１","Sept. 15: Part 1","","",""
"０９／１５　その２","Sept. 15: Part 2","","",""
"０９／２５　その２","Sept. 25: Part 2","","",""
"０９／１８　その１","Sept. 18: Part 1","","",""
"０９／１１　その１","Sept. 11: Part 1","","",""
"０９／２２　その３","Sept. 22: Part 3","","",""
"０９／２２　その１","Sept. 22: Part 1","","",""
"０９／２２　その２","Sept. 22: Part 2","","",""
"０９／２０　その２","Sept. 20: Part 2","","",""
"０９／２７　その１","Sept. 27: Part 1","","",""
"０９／２９　その１","Sept. 29: Part 1","","",""
"０９／２９　その２","Sept. 29: Part 2","","",""
"０９／０１　その１","Sept. 1: Part 1","","",""
"０９／０１　その２","Sept. 1: Part 2","","",""
"０９／０４　その１","Sept. 4: Part 1","","",""
"０９／０６　その１","Sept. 6: Part 1","","",""
"０９／１１　その２","Sept. 11: Part 2","","",""
"０９／１３　その１","Sept. 13: Part 1","","",""
"０９／１８　その２","Sept. 18: Part 2","","",""
"０９／２０　その１","Sept. 20: Part 1","","",""
"０９／２５　その１","Sept. 25: Part 1","","",""
"０９／２７　その２","Sept. 27: Part 2","","",""
"０９／３０　その１","Sept. 30: Part 1","","",""
"０９／３０　その２","Sept. 30: Part 2","","",""
"０９／３０　その３","Sept. 30: Part 3","","",""
"１０／０２　その４","Oct. 2: Part 4","","",""
"１０／０２　その２","Oct. 2: Part 2","","",""
"１０／０２　その３","Oct. 2: Part 3","","",""
"１０／０４　その１","Oct. 4: Part 1","","",""
"１０／０９　その１","Oct. 9: Part 1","","",""
"１０／０９　その２","Oct. 9: Part 2","","",""
"１０／０６　その１","Oct. 6: Part 1","","",""
"１０／１１　その１","Oct. 11: Part 1","","",""
"１０／１３　その１","Oct. 13: Part 1","","",""
"１０／１６　その１","Oct. 16: Part 1","","",""
"１０／２０　その１","Oct. 20: Part 1","","",""
"１０／２３　その１","Oct. 23: Part 1","","",""
"１０／２７　その１","Oct. 27: Part 1","","",""
"１０／２５　その１","Oct. 25: Part 1","","",""
"１０／２５　その３","Oct. 25: Part 3","","",""
"１０／２５　その４","Oct. 25: Part 4","","",""
"１０／２５　その２","Oct. 25: Part 2","","",""
"１０／０６　その２","Oct. 6: Part 2","","",""
"１０／１１　その２","Oct. 11: Part 2","","",""
"１０／０２　その１","Oct. 2: Part 1","","",""
"１０／１８　その１","Oct. 18: Part 1","","",""
"１０／２９　その１","Oct. 29: Part 1","","",""
"１０／２９　その２","Oct. 29: Part 2","","",""
"１０／２９　その３","Oct. 29: Part 3","","",""
"１０／２９　その４","Oct. 29: Part 4","","",""
"１０／２９　その５","Oct. 29: Part 5","","",""
"１１／０１　その１","Nov. 1: Part 1","","",""
"１１／０２　その１","Nov. 1: Part 2","","",""
"１１／０８　その１","Nov. 8: Part 1","","",""
"１１／０６　その１","Nov. 6: Part 1","","",""
"１１／１５　その１","Nov. 15: Part 1","","",""
"１１／１５　その２","Nov. 15: Part 2","","",""
"１１／０６　その２","Nov. 6: Part 2","","",""
"１１／１６　その１","Nov. 16: Part 1","","",""
"１１／１６　その２","Nov. 16: Part 2","","",""
"１１／１５　その３","Nov. 15: Part 3","","",""
"１１／１８　その１","Nov. 18: Part 1","","",""
"１１／１８　その２","Nov. 18: Part 2","","",""
"１１／１８　その３","Nov. 18: Part 3","","",""
"１１／１８　その４","Nov. 18: Part 4","","",""
"１１／１９　菜々たち","Nov. 19: Nana's Group","","",""
"１１／１８　咲耶たち","Nov. 18: Sakuya's Group","","",""
"１１／１９　未来たち","Nov. 19: Mirai's Group","","",""
"１１／１８　春香たち","Nov. 18: Haruka's Group","","",""
"１１／１９　その１","Nov. 19: Part 1","","",""
"１１／１８　その５","Nov. 18: Part 5","","",""
"１１／１８　その６","Nov. 18: Part 6","","",""
"１１／１９　その２","Nov. 19: Part 2","","",""
"１１／２０　その１","Nov. 20: Part 1","","",""
"１１／２９　その１","Nov. 29: Part 1","","",""
"１０／３０　その１","Oct. 30: Part 1","","",""
"１０／３０　その２","Oct. 30: Part 2","","",""
"１０／３１　その１","Oct. 30: Part 1","","",""
"１１／１３　その１","Nov. 13: Part 1","","",""
"１１／２１　その１","Nov. 21: Part 1","","",""
"１１／２２　その１","Nov. 22: Part 1","","",""
"１１／２４　その１","Nov. 24: Part 1","","",""
"１１／２６　その１","Nov. 26: Part 1","","",""
"１１／２７　その１","Nov. 27: Part 1","","",""
"１１／３０　その１","Nov. 30: Part 1","","",""
"１１／３０　その２","Nov. 30: Part 2","","",""
"１２／０４　その１","Dec. 4: Part 1","","",""
"１２／０６　その１","Dec. 6: Part 1","","",""
"１２／０７　その１","Dec. 7: Part 1","","",""
"１２／０８　その１","Dec. 8: Part 1","","",""
"１２／１１　その１","Dec. 11: Part 1","","",""
"１２／１６　その１","Dec. 16: Part 1","","",""
"１２／１６　その１　ＥＸ","Dec. 16: Part 1 EX","","",""
"１２／１８　その２","Dec. 18: Part 2","","",""
"１２／１８　その２　ＥＸ","Dec. 18: Part 2 EX","","",""
"１２／２０　その１","Dec. 20: Part 1","","",""
"１２／２０　その１　ＥＸ","Dec. 20: Part 1 EX","","",""
"１２／２７　その１","Dec. 27: Part 1","","",""
"１２／２７　その１　ＥＸ","Dec. 27: Part 1 EX","","",""
"１２／２４　その２","Dec. 24: Part 2","","",""
"１２／２４　その２　ＥＸ","Dec. 24: Part 2 EX","","",""
"１２／３１　その２","Dec. 31: Part 2","","",""
"１２／３１　その２　ＥＸ","Dec. 31: Part 2 EX","","",""
"１２／３１　その３","Dec. 31: Part 3","","",""
"１２／３１　その３　ＥＸ","Dec. 31: Part 3 EX","","",""
"１２／３１　その５","Dec. 31: Part 5","","",""
"１２／３１　その５　ＥＸ","Dec. 31: Part 5 EX","","",""
"１２／０４　その２","Dec. 4: Part 2","","",""
"１２／０８　その２","Dec. 8: Part 2","","",""
"１２／１３　その１","Dec. 13: Part 1","","",""
"１２／１３　その１　ＥＸ","Dec. 13: Part 1 EX","","",""
"１２／１８　その１","Dec. 18: Part 1","","",""
"１２／１８　その１　ＥＸ","Dec. 18: Part 1 EX","","",""
"１２／２２　その１","Dec. 22: Part 1","","",""
"１２／２２　その１　ＥＸ","Dec. 22: Part 1 EX","","",""
"１２／２４　その１","Dec. 24: Part 1","","",""
"１２／２４　その１　ＥＸ","Dec. 24: Part 1 EX","","",""
"１２／２５　その１","Dec. 25: Part 1","","",""
"１２／２５　その１　ＥＸ","Dec. 25: Part 1 EX","","",""
"１２／２９　その１","Dec. 29: Part 1","","",""
"１２／２９　その１　ＥＸ","Dec. 29: Part 1 EX","","",""
"１２／３０　その１","Dec. 30: Part 1","","",""
"１２／３０　その１　ＥＸ","Dec. 30: Part 1 EX","","",""
"１２／３１　その１","Dec. 31: Part 1","","",""
"１２／３１　その１　ＥＸ","Dec. 31: Part 1 EX","","",""
"１２／３１　その４","Dec. 31: Part 4","","",""
"１２／３１　その４　ＥＸ","Dec. 31: Part 4 EX","","",""
"１２／３１　その６","Dec. 31: Part 6","","",""
"１２／３１　その６　ＥＸ","Dec. 31: Part 6 EX","","",""
"１２／３１　その７","Dec. 31: Part 7","","",""
"１２／３１　その７　ＥＸ","Dec. 31: Part 7 EX","","",""
"１２／１２　その１　ＥＸ","Dec. 12: Part 1 EX","","",""
"１２／１２　その２　ＥＸ","Dec. 12: Part 2 EX","","",""
"１２／１３　その２　ＥＸ","Dec. 13: Part 2 EX","","",""
"１２／１５　その１　ＥＸ","Dec. 15: Part 1 EX","","",""
"１２／１５　その２　ＥＸ","Dec. 15: Part 2 EX","","",""
"エピローグ その１","Epilogue: Part 1","","",""
"エピローグ その２","Epilogue: Part 2","","",""
"エピローグ その３","Epilogue: Part 3","","",""
"エピローグ その４","Epilogue: Part 4","","",""
"エピローグ その５","Epilogue: Part 5","","",""
"通勤路でばったり　雑談１","On the Way to Work - Chat 1","","",""
"通勤路でばったり　雑談２","On the Way to Work - Chat 2","","",""
"仕事終わりにばったり　感謝","Finishing Work - Appreciation","","",""
"通勤路でばったり　挨拶1","On the Way to Work - Greeting 1","","",""
"通勤路でばったり　挨拶2","On the Way to Work - Greeting 2","","",""
"仕事終わりにばったり　挨拶1","After Work - Greeting 1","","",""
"仕事終わりにばったり　挨拶2","After Work - Greeting 2","","",""
"仕事終わりにばったり　激励","Finishing Work - Appreciation","","",""
"やよいのもやし栽培","Yayoi's bean sprout cultivation","","",""
"やよいのもやし料理","Yayoi's Bean Sprouts Cooking","","",""
"ゴホービは何にしよう？","What should I make for Gohobi?","","",""
"ラジオのお仕事☆","Radio Work☆","","",""
"あずさの恋愛相談","Azusa's love advice","","",""
"蘭子と自分なりの言葉","Ranko and her own words","","",""
"チャレンジ、クイズ番組！","Challenge, Quiz Show!","","",""
"紬の名古屋レポート","Tsumugi's Nagoya Report","","",""
"紬の大阪レポート","Tsumugi's report from Osaka","","",""
"挑戦、超シークレットライブ！","Challenge, Super Secret Live!","","",""
"パレードを盛り上げるために","To make the parade more exciting","","",""
"最先端ライブのために","For the most advanced live performance!","","",""
"レッツ！アイドルクッキング","Let's! Idol Cooking!","","",""
"ドキッ☆アイドルだらけの運動会！","Surprise! A field day full of idols!","","",""
"ＴＯＰxＴＯＰ！","TOPxTOP!","","",""
"食べ歩きおにぎりツアー","Eating and walking onigiri tour","","",""
"『さわやか清涼飲料水』のＣМ撮影","Shooting a commercial for Refreshing Soft Drink","","",""
"星井 美希サイン会","Miki Hoshii Autograph Session","","",""
"ＭＵＳＩＣ　ＳＥＶＥＮ","MUSIC SEVEN","","",""
"月刊ミュージック・ブースター","Monthly Music Booster","","",""
"おうたといっしょ","Let's sing along","","",""
"アイドルオススメフード","Idol's recommended food","","",""
"地元スターアイドル・やよい！","Local Star Idol Yayoi!","","",""
"アイドル＆家族で遊びに行こう！","Let's go play with idols & family!","","",""
"サーチ！世界㊙探検隊","Search! World Wildlife Expedition","","",""
"日本茶のキャンペーンガール","Japanese Tea Campaign Girl","","",""
"Ｌｏｖｅｌｙ　愛☆ドル","Lovely Ai☆dol","","",""
"ウィーアースポーツ！！","We Are Sports!","","",""
"スタイリッシュ・コーディネーター","Stylish Coordinator","","",""
"恋するボンゴレビアンコ","Bongo Levianco in Love","","",""
"びっくり世界新記録","Surprising New World Record","","",""
"ミディアムホールで真美と握手！","Shake hands with Mami at Media Hall!","","",""
"タメニナルＴＶ","Tameni Naru TV","","",""
"我往くは、らーめん道なり","My Way is the Ramen Road","","",""
"プラネタリウム～星々の語らい～","Planetarium ~Talking with the Stars~","","",""
"古都・アイドルと巡る旅","Traveling with idols in the old capital","","",""
"ＴＨＥ　ＩＤＯＬ　ＬＥＧＥＮＤ","THE IDOL LEGEND","","",""
"日本もっと知りまＳＨＯＷ・沖縄編","Nihon Motto Shiru Mashimasho: Okinawa Edition","","",""
"とびだせ動物ワールド","Animal World","","",""
"清涼飲料水のキャンペーンイベント","Soft Drink Campaign Event","","",""
"アイドル×山ガール・秘境を行く！","Idol x Mountain Girl: Going to unexplored areas!","","",""
"伊織のライブＭＣの魅力に迫る！","The charm of Iori's live MC!","","",""
"ミディアムホールで亜美と握手！","Shaking hands with Ami at Media Hall!","","",""
"突撃取材！伝説の占い師を追え","A special report! The Legendary Fortune Teller!","","",""
"ザ・アイドル温泉旅館！","The Idol Onsen Ryokan!","","",""
"魅惑のアイドル特集","Fascinating Idol Special","","",""
"アイドル生討論","Idol Live Discussion","","",""
"改革！？　律子の１日市長","Reform??　Ritsuko as a Mayor-for-a-Day","","",""
"秋月 律子のミニライブ","Ritsuko Akizuki's Mini Live","","",""
"神崎 蘭子の漆黒の宴","Kanzaki Ranko's Banquet of Darkness","","",""
"黒薔薇と姫騎士","Black Rose and Princess Knight","","",""
"敬礼！！　蘭子の１日署長","Salute! Ranko as the Chief-for-a-Day","","",""
"謎解き！　ＳＨＯＷＴＩＭＥ","Solve the riddle! SHOWTIME","","",""
"杏ののんびり温泉旅","Anzu's Relaxing Trip to Hot Springs","","",""
"ワタクシたちの部屋","Our Room","","",""
"ＪＫ百Ｋ","JK-100K","","",""
"激熱！　ダンス・オン・ダンス","Fierce Heat! Dance on Dance","","",""
"キラキラ☆キャワティーン","Kira Kira☆Kawateen","","",""
"新店舗のプロモーション","New Store Promotion","","",""
"アイドルＶＳ話題アトラクション！","Idol VS Hot Topic Attraction!","","",""
"きらりファッショントークショー","Kirari Fashion Talk Show","","",""
"魔法っ娘ピュアリンハート・第２期","Magical Girl Purilliant Heart: 2nd Season","","",""
"ウサミン星から来たメイドさん♥","Maid from Planet Usamin♥","","",""
"菜々のアイドルグッズ","Nana's idol goods","","",""
"春日 未来のミニライブ","Mirai Kasuga's Mini Live","","",""
"牛乳のおいしい飲み方","How to drink good milk","","",""
"月刊プリズム","Monthly Prism","","",""
"静香のうどん屋　１日店長","Shizuka's as a Udon Shop Manager-for-a-day","","",""
"週刊ボンバー","Weekly Bomber","","",""
"希望ヶ碕美術館オープン記念特番","Mika Jougasaki's Art Museum Opening Special Program","","",""
"私立堤下高校文化祭","Tsutsumishita Private High School Cultural Festival","","",""
"月刊ハッピーセンス","Monthly Happy Sense","","",""
"とってもステーキ　１日店長","Tottomo Steak: Manager for a day","","",""
"和菓子の新作発表会","New Japanese sweets presentation","","",""
"週刊ボンバー増刊号","Weekly Bomber extra issue","","",""
"古都の庭園を巡る","Touring the Gardens of the Ancient Capital","","",""
"チャレンジＴＨＥアイドル","Challenge THE Idol","","",""
"アイドルといっしょ！","Together with idols!","","",""
"リゾート地のキャンペーンガール","Resort Area Campaign Girl","","",""
"新作ゲームのキャンペーンガール","New Game Ambassador","","",""
"アイドル☆シャングリラ","Idol☆Shangri-La","","",""
"甜花とおしゃべりトークショー","Chatting Talkshow with Tenka","","",""
"助けてお姉様！","Help me, big sister!","","",""
"咲耶のフラワーショップ１日店員","Sakuya as a flower store clerk for-a-day","","",""
"ぶらり訪問・旅日記","Burari visit and travel diary","","",""
"ばはむーときっず","Bahamut Kiz","","",""
"ジャスティスＶ＆ヤキニクマン","Justice V & Yakiniku Man","","",""
"ブティックのキャンペーンガール","Boutique Campaign Girl","","",""
"大崎 甘奈のミニライブ","Amana Osaki's Mini Live","","",""
"『風邪予防強化月間』のＣＭ撮影","Filming a commercial for Cold Prevention Month","","",""
"『月刊こいまじ』のＰＲアイドル","PR idol for Monthly Koimaji","","",""
"アイドル一芸の道","Idol's one art path","","",""
"ｉｄｏｌ＠ｔｖ　ＫＡＷＡＩＩ","idol@tv KAWAII","","",""
"玲音「営業A」","Leon: Job A","","",""
"詩花「営業A」","Shika: Job A","","",""
"芸能人・誰も知らない家庭の事情！","Celebrities, family circumstances that no one knows!","","",""
"Ｆｌｏｗｉｎｇ　過去と現在","Flowing Past and Present","","",""
