"Original Text","Initial","Machine translation","Better translation","Best translation"
"ナチュラル・ハイ","Natural High","","",""
"こんなのはいかが？","How About This?","","",""
"なないろの輝き","Rainbow Shine","","",""
"素晴らしきＧ","Wonderful G","","",""
"ボクたちの黒歴史","Our Dark History","","",""
"魔人の囁き","The Demon's Whisper","","",""
"ごちゃまぜメンタル","Mixed Mental","","",""
"ＲＥ：ＱＵＥＳＴ","RE : QUEST","","",""
"第一章：突然の出会い","Chapter 1: A Sudden Encounter","","",""
"カワイイクエスチョン","Kawaii Question","","",""
"サイバー・ガールズ","Cyber Girls","","",""
"キス待ち停車","Stopping for a Kiss","","",""
"とどけ、この歌！","This Song, Must Reach!","","",""
"同じ風に吹かれて","Blown By The Same Wind","","",""
"ジョウシャヒッスイ","Jousha Hissui","","",""
"伝えて！この気持ち","Tell them! This Feeling.","","",""
"こい恋チェリッシュ","Koi Love Cherish","","",""
"予知夢の向こう側","The Other Side of Premonition","","",""
"コロコロノビタ","Kokoro Nobita","","",""
"７日後のまたね","See You in Seven Days","","",""
"赤い瞳の目撃者","Red-eyed Witness","","",""
"アイシテルカラ","Aishiterukara","","",""
"乱れ撃ちだドン！","Midare uchida Don!","","",""
"あの日を撃ち抜いて","Shoot through that Day","","",""
"木偶人形は踊る","The Wooden Dolls Dance","","",""
"フレッシュ！","Fresh!","","",""
"起き抜けホームルーム","Wake up Homeroom","","",""
"きれいでしょう♪","Isn't it Beautiful?♪","","",""
"魅惑の吐息","Enchanting Breath","","",""
"墜落ランデブー","Crash Rendezvous","","",""
"カラフルパレット","Colorful Palette","","",""
"孤独からの旅立ち","Departure from Loneliness","","",""
"感情ミュート","Emotion Mute","","",""
"{JOIN_IDOL_NUM}組中、{CLEAR_RANK}位以内","Make top {CLEAR_RANK} out of {JOIN_IDOL_NUM} groups","","",""
"クライマックスアピールを使用する","Use a Climax Appeal","","",""
"アンコールを行いますか？

※アンコール確認の設定は
オプションから切り替えることができます。","Do you want to perform an encore?

※ Encore confirmation settings
can be adjusted in the options menu.","","",""
"？？？？","","？？？？","",""
"もう一度挑戦します","Try Again","","",""
"ライバルより高いスコアの獲得","Outscore your rivals.","","",""
"プロジェクト ルミナス","Project Luminous","","",""
"SET{0}","","SET{0}","",""
"ハコユレ {HAKOYURE} 以上","COMMOTION of {HAKOYURE} or above","","",""
"ステージ再開","Resume","","",""
"終了","End","","",""
"いいえ","No","","",""
"フォトモード","Photo mode","","",""
"リプレイ","Replay","","",""
"最初から再生しますか？","Do you want to play it from the beginning?","","",""
"リトライ","Retry","","",""
"ステージを最初からやり直しますか？","Do you want to start the stage again from the beginning?","","",""
"はい","Yes","","",""
"ネットワークエラーが発生したため
ランキングの登録に失敗しました。

再度ランキングの登録を行いますか？","There was a network error.
The ranking registration failed.

Would you like to register your ranking again?","","",""
" <pop_sys> {UNIT_NAME}</>が
ランクインしました。

ランキングに登録しますか？"," <pop_sys> {UNIT_NAME}</>has been
has been ranked.

Would you like to be included in the ranking?","","",""
"ネットワークエラーが発生したため
ランキングの取得に失敗しました。

再度ランキング情報を取得しますか？","There was a network error.
Failed to retrieve the ranking.

Would you like to retrieve the ranking information again?","","",""
"ランキング登録が完了しました。","The ranking is now registered.","","",""
"もう一度挑戦しますか？","Do you want to try again?","","",""
"LIBRARYの保存容量に空きがありません。
ライブを保存する場合は
LIBRARYのMVを削除してください。","There is no space left in the Library.
If you want to save your live performance
Please delete the MV from the Library.","","",""
"表示","Show","","",""
"非表示","Hide","","",""
"なし","None","","",""
"フォトモードを終了しますか？","Do you want to exit photo mode?","","",""
"ベーシック①","Basic ①","","",""
"ベーシック②","Basic ②","","",""
"ベーシック③","Basic ③","","",""
"ベーシック④","Basic ④","","",""
"ベーシック⑤","Basic ⑤","","",""
"ベーシック⑥","Basic ⑥","","",""
"ベーシック⑦","Basic ⑦","","",""
"ベーシック⑧","Basic ⑧","","",""
"天海 春香","Haruka Amami","","",""
"星井 美希","Miki Hoshii","","",""
"如月 千早","Chihaya Kisaragi","","",""
"高槻 やよい","Yayoi Takatsuki","","",""
"萩原 雪歩","Yukiho Hagiwara","","",""
"菊地 真","Makoto Kikuchi","","",""
"双海 真美","Mami Futami","","",""
"四条 貴音","Takane Shijou","","",""
"我那覇 響","Hibiki Ganaha","","",""
"水瀬 伊織","Iori Minase","","",""
"双海 亜美","Ami Futami","","",""
"三浦 あずさ","Azusa Miura","","",""
"秋月 律子","Ritsuko Akizuki","","",""
"神崎 蘭子","Ranko Kanzaki","","",""
"双葉 杏","Anzu Futaba","","",""
"城ヶ崎 美嘉","Mika Jougasaki","","",""
"諸星 きらり","Kirari Moroboshi","","",""
"安部 菜々","Nana Abe","","",""
"高垣 楓","Kaede Takagaki","","",""
"春日 未来","Mirai Kasuga","","",""
"最上 静香","Shizuka Mogami","","",""
"伊吹 翼","Tsubasa Ibuki","","",""
"白石 紬","Tsumugi Shiraishi","","",""
"桜守 歌織","Kaori Sakuramori","","",""
"田中 琴葉","Kotoha Tanaka","","",""
"大崎 甜花","Tenka Osaki","","",""
"白瀬 咲耶","Sakuya Shirase","","",""
"小宮 果穂","Kaho Komiya","","",""
"大崎 甘奈","Amana Osaki","","",""
"杜野 凛世","Rinze Morino","","",""
"田中 摩美々","Mamimi Tanaka","","",""
"玲音","Leon","","",""
"詩花","Shika","","",""
"奥空 心白","Kohaku Okuzora","","",""
"スタンプ①","Stamp ①","","",""
"スタンプ②","Stamp ②","","",""
"スタンプ③","Stamp ③","","",""
"スタンプ④","Stamp ④","","",""
"設定をリセットしますか？","Reset the settings to their defaults?","","",""
"先程のライブ映像を視聴しますか？","Watch the Live video?","","",""
"STAGE FOR YOU!にて、クライマックスアピール
『{CA_NAME}』が開放されました","The Climax Appeal ""{CA_NAME}"" 
is now open in STAGE FOR YOU!","","",""
"STAGE FOR YOU!にて、衣装
『{COSTUME_NAME}』が開放されました","The costume ""{COSTUME_NAME}"" 
has been released in STAGE FOR YOU!","","",""
"STAGE FOR YOU!にて、アイドル
『{IDOL_NAME}』が開放されました","The idol ""{IDOL_NAME}"" 
has been released in STAGE FOR YOU!","","",""
"STAGE FOR YOU!にて、楽曲
『{MUSIC_TITLE}』が開放されました","The song ""{MUSIC_TITLE}"" 
has been released in STAGE FOR YOU!","","",""
"STAGE FOR YOU!にて、ステージ
『{STAGE_NAME}』が開放されました","Stage ""{STAGE_NAME}"" 
has been opened in STAGE FOR YOU!","","",""
"保存しますか？","Do you want to save?","","",""
"SESSION!","SESSION!","","",""
"夏のBang!!","Natsu no Bang!!","","",""
"アイシテの呪縛～Je vous aime～","Aishite no Jubaku ~Je vous aime~","","",""
"GR@TITUDE","GR@TITUDE","","",""
"EVER RISING","EVER RISING","","",""
"1st Call","1st Call","","",""
"THE IDOLM@STER","THE IDOLM@STER","","",""
"READY!!","READY!!","","",""
"M@STERPIECE","M@STERPIECE","","",""
"MUSIC♪","MUSIC♪","","",""
"Brand New Theater!","Brand New Theater!","","",""
"Thank You!","Thank You!","","",""
"UNION!!","UNION!!","","",""
"お願い!シンデレラ","Onegai! Cinderella","","",""
"Star!!","Star!!","","",""
"M@GIC☆","M@GIC☆","","",""
"Spread the Wings!!","Spread the Wings!!","","",""
"Multicolored Sky","Multicolored Sky","","",""
"Ambitious Eve","Ambitious Eve","","",""
"オーバーマスター","Overmaster","","",""
"IDOL☆HEART","IDOL☆HEART","","",""
"KAWAIIウォーズ","KAWAII Wars","","",""
"全力★ドリーミングガールズ","Zenryoku★Dreaming Girls","","",""
"ダンス・ダンス・ダンス","Dance, Dance, Dance","","",""
"なんどでも笑おう","Nandemo Waraou","","",""
"ToP!!!!!!!!!!!!!","ToP!!!!!!!!!!!!!","","",""
"シンクロゲージ：{SYNCHRO}％以上","Synchro gauge: {SYNCHRO}% or more","","",""
"スコア：{SCORE}以上","Score: {SCORE} or higher","","",""
