"Original Text","Initial","Machine translation","Better translation","Best translation"
"まぁ、そこそこ頑張ったことだし、感謝してあげる！
まだまだアンタと二人で、これからも突き進むわよ！","Well, you've done your best there, and I thank you for it!
I'm sure you and I will continue to push forward!","Well, I'll thank you for your hard work! We still have a long way to go together","Well, I'll thank you for your hard work!
We still have a long way to go together",""
"やるじゃない！","Not bad!","Not bad!","",""
"にひひっ♪","Nihihi ♪","","",""
"やっぱり兄ちゃんといると、毎日シゲキテキだね～！
そんなわけでこれからもずっと、亜美と遊んでね☆","After all, being with Nii-chan makes every day more exciting~!
That's why I hope you'll continue to play with Ami☆","When I'm with Nii-chan, it really is exciting every day~! So from now on and forevermore you can play together☆","When I'm with Nii-chan, it really is exciting every day~!
So from now on and forevermore you can play together☆",""
"すごいねー！","That's awesome!","Wow, that's amazing!","",""
"まぁ～♪","Well~♪","Oh my~♪","",""
"プロデューサーさんのお陰で、とても充実しています
これからも色々な思い出、作りましょうね♪","Thanks to you, Producer-san, I am very fulfilled.
Let's make many more memories in the future♪","Thanks to the producer, I'm very satisfied. Let us make lots of memories together from now on♪","Thanks to the producer, I'm very satisfied. Let
us make lots of memories together from now on♪",""
"凄いですね～","It's amazing~","Wow, that's amazing!","",""
"うふふっ♪","Ufufu ♪","Hehe♪","",""
"おぉ～","Oh ~","Ohh~","",""
"相変わらず、プロデュースの腕は落ちてませんね？
今後も頼りにしてますからね、プロデューサー殿♪","I'm sure your producing skills haven't subsided, have they?
I'll keep counting on you, Producer-dono♪","As usual, your production skills haven't dropped at all. I will be counting on you in the future♪","As usual, your production skills haven't dropped
at all. I will be counting on you in the future♪",""
"ふふっ","Fufu","Hehe","",""
"わぁ……！","Wow......!","Wow...!","",""
"我が歩みは、まだ始まったばかり……
悠久の時を、我と共に歩もうぞ！","My journey has only begun......
Please be with me for eternity!","My steps have only just begun... Let us walk through eternity together!","My steps have only just begun... Let
us walk through eternity together!",""
"このようなことが！","This is happening!","This is what happened!","",""
"ククク……","Heh, Heh, Heh~.......","Heheh..","",""
"おー","Oh...","Oh, yeah","",""
"まぁ、結構いいパートナーだと思うよ、杏たち
って訳でこれからも期待してるよ、プロデューサー♪","","Well, I think Kyou and the others are pretty good partners. So we're looking forward to it from now on too~♪","Well, I think Kyou and the others are pretty good partners.
So we're looking forward to it from now on too~♪",""
"やるじゃん？","You'll do it, right?","Not bad, huh?","",""
"ふっふっふ","Ha,Ha,Ha~","Heheh","",""
"うん☆","Mm-hmm☆","Yeah☆","",""
"こんなに良くしてくれて、ありがとねっ♪
これからもアタシから、目を離しちゃダメだかんね★","","Thank you for being so nice to me! ★ You mustn't take your eyes off my back from now on","Thank you for being so nice to me! ★ You
mustn't take your eyes off my back from now on",""
"すごいじゃん！","It's fantastic, isn't it!?","That's amazing!","",""
"あはは♪","Ahaha ♪","Haha♪","",""
"うっきゃー☆","","Ukkyah-☆","",""
"Ｐちゃんといると、きらりとーってもはぴはぴ♪
この先も、Ｐちゃんとアイドルがんばゆ☆","When Kirari is with P-chan, everything feels happy happy!♪
From now on, P-Chan and us idols will Myew our best!☆","","",""
"すごいすごぉーい！","Crazy Crazy~!","Wow, that's amazing!","",""
"ナナをこんなにも立派にしてくれて……うぅ……！
これからもナナ、一緒に頑張りますからっ！","","You've made Nana look so good.... uuh! I will do my best with you from now on, too!!","You've made Nana look so good.... uuh! I will
do my best with you from now on, too!!",""
"凄いですね！","This is great!","That's amazing!","",""
"えへへ","Eh he he","Eheh","",""
"まぁ……","","Well..","",""
"貴方となら、どこまでも飛んでいける気がするんです
私をこの先へと、連れて行ってくださいね？","","With you, I feel like we can fly anywhere. Please take me to the future?","With you, I feel like we can fly
anywhere. Please take me to the future?",""
"ふふっ♪","","Hehe♪","",""
"これまで支えてくれて、ありがとうございます！
私の成長、これからも見ていてくださいね！","Thanks so much for having my back!
Please keep watching me grow!","Thank you so much for all your support! Please continue to watch over my growth from now on, okay?","Thank you so much for all your support! Please
continue to watch over my growth from now on, okay?",""
"すごいですね！","That's awesome!","Wow, that's amazing!","",""
"でへへ～♪","Tehehe~♪","Heheh~♪","",""
"感心しました……","I'm impressed......","I'm impressed..","",""
"私を認めてくれて、ありがとうございました。
私も、その想いに応えるべく、精進します！","Thank you for noticing me.
I'll do my best to live up to expectations!","Thank you for acknowledging me. I'll do my best to respond!","Thank you for acknowledging me.
I'll do my best to respond!","Thank you for recognizing me and supporting me. I will
also strive to live up to your expectations! "
"わ～い♪","Wow ♪","Yaaay♪","",""
"これからもわたしと、ずっと一緒にいて下さいね♪
まずは……デートとか！　ダメぇ？","","Please be with me from now on, too♪ First... let's have a date! Is that okay?","Please be with me from now on, too♪
First... let's have a date! Is that okay?",""
"すごいですねー☆","That's amazing☆","That's amazing-☆","",""
"いつも、その……いや、ちゃんと言わんと……
うちを見てくれて、あ、あんやとっ！","","You're always, um... No. I have to say it properly! Thank you so much for looking at my house!!","You're always, um... No. I have to say it properly!
Thank you so much for looking at my house!!",""
"な、中々ですね","Hmm, admirable, wasn't it?","Th-That's pretty good","",""
"……ふふっ！","","...Hehe!","",""
"まぁ♪","Well~♪","Oh my♪","",""
"プロデューサーさんのお陰で、ここまで来れました♪
ですから、この先も、見守っていてくださいね……","","Thanks to the producer, we've made it this far♪ So please watch over us from here on out..","Thanks to the producer, we've made it this
far♪ So please watch over us from here on out..",""
"すごい……！","Amazing!","Amazing...!","",""
"うふふ♪","Ufufu ♪","Hehe♪","",""
"私をしっかりと育ててくれて、ありがとうございます
これからも、一緒に頑張っていきましょうね","","Thank you for raising me well. Let's do our best together from now on, okay?","Thank you for raising me well. Let's
do our best together from now on, okay?",""
"甜花、今まで、いっぱい楽しかったから……
これからも、甜花と一緒に居てほしい、な……♪","","Tenka, it's been so much fun up until now... I want you to stay with me forever~","Tenka, it's been so much fun up until
now... I want you to stay with me forever~",""
"す、すごい……！","","W-Wow...!","",""
"にへへ……","","Heheh..","",""
"おぉ……","Oh...","Ohh..","",""
"アナタの力で私はここまでたどり着けた気がするよ
もっと高い景色も、一緒に見たいものだね","","I feel like you've helped me get this far. It would be nice if we could see a higher view together, too..","I feel like you've helped me get this far. It would
be nice if we could see a higher view together, too..",""
"凄いね！","","That's amazing!","",""
"フフッ♪","Fufu♪","Hehe♪","",""
"わぁっ！","Woah!","Wah!","",""
"プロデューサーさん、いつもありがとうございます！
これからも一緒に戦ってください！","","Thank you as always, Mr. Producer! I hope we can keep fighting together from now on","Thank you as always, Mr. Producer! I hope
we can keep fighting together from now on",""
"スゴいですっ！","","Wow, that's amazing!","",""
"わぁー☆","Woah!☆","Wow-☆","",""
"甘奈のこと、大事にしてくれてありがと！
これからもずーっと、よろしくお願いします☆","","Thanks for taking good care of her! I look forward to working with you from now on☆","Thanks for taking good care of her! I look
forward to working with you from now on☆",""
"すごーい！","Amazing!","Awesome!","",""
"はい……","","Yes, ma'am..","",""
"かけがえのない時を……
プロデューサーさまと……これからも……","","An irreplaceable time... The producer and I will continue to be together from now on","An irreplaceable time... The producer and
I will continue to be together from now on",""
"僥倖でございます……","","It is a stroke of good fortune..","",""
"……ふふ","...fufu","...Hehe","",""
"……ふーん","","...Hmm","",""
"まぁ、そこそこ楽しめてたみたいなのでー
これからも……まみみの面倒見て下さいねー","","Well, it looks like you had a decent time- Please... take care of Mamoru from now on","Well, it looks like you had a decent time-
Please... take care of Mamoru from now on",""
"すごいですねー","","Wow, that's amazing","",""
"ふふー","","Hehe","",""
"おぉ！","Oh!","Ohh!","",""
"こんなに充実しているのは、キミの力なんだろうね
これからもアタシとキミの物語を、続けていこう！","","It must be your power that is so fulfilling. Let's continue our story from now on!","It must be your power things have been so fulfilling
Let's continue our story together, you and me!",""
"凄いな！","","That's amazing!","",""
"いつも私のことを助けてくれて、ありがとう
ございます。これからも、よろしくお願いしますね♪","","Thank you for always saving me. I hope we can continue to get along♪","Thank you for always been there to support me.
I hope we can continue to get along♪",""
"凄いですね♪","That's amazing♪","That's amazing♪","",""
"ふふ♪","Fufu♪","Hehe♪","",""
"わぁ♪","Woah♪","Wow♪","",""
"私をアイドルにしてくれて、ありがとうございます！
この先も私のプロデュース、していただけますか？","","Thank you so much for turning me into an idol! Can I continue to be your producer?","Thank you so much for turning me into an
idol! Can I continue to be yours, producer?",""
"ふ、ふーん","","H-Hmm","",""
"あなたにはいろいろ手助けしてもらったし……
一応、感謝してるわ。これからも……よろしくね！","","You've done so much for me... Thank you, just in case. I hope we can continue to get along!","You've done so much for me... Thank you, just
in case. I hope we can continue to get along!","You've helped me out a lot... Thank you,
I'll be counting on you from now on!"
"そこそこやるわね！","","You're pretty good!","",""
"……ふふっ♪","Fufu♪","...Hehe♪","",""
"活動制限","Activity Restrictions","","",""
"必要パラメータ合計値","Required Parameters","","",""
"条件","Condition","","",""
"効果","Result","","",""
"IDOL BONUS","","IDOL BONUS","",""
"指名条件","Unlock Conditions","","",""
"現在、行える営業がありません","Currently, there are no jobs available.","","",""
"活動条件","Activity Restrictions","","",""
"オールメンバー活動日に可能","Only possible on Members Activity Days.","","",""
"自由選択5名","Any 5 members","","",""
"KIZUNA","BONDS","","",""
"WORK SELECT","WORK SELECTION","","",""
"チーム","Team","","",""
