"眠れ～眠れ～♪
すやすやハピハピな夢がみれますようにぃ～♪","","Sleep~sleep~♪
May you have a peaceful and happy dream~~!","","Sleep, sleep~ May you
have a pleasant dream♪"
"……なんのつもりだ、きらり？","","......What are you trying to do, Kirari?","","......what are you trying to do, Glitter?"
"うん？　ふたりを起こしちゃったから、きらりんの
子守歌でスヤスヤしてもらおうかなって♪","","I woke up the two of them.
I thought I'd let the lullaby lull me to sleep.","","Hm? Now that I've woken you two up, maybe
we can have a nice little lullaby. ♪"
"こ、子守歌……甜花、大丈夫……","","Ko, lullaby ...... beetroot, okay ......","","Th-The lullaby... Tenka, are you okay?"
"にょにょにょわ～♪　にょにょにょわ～♪
ねんねん、にょにょわ～ん♪","","Nyonyonyowa~♪ Nyonyonyowa~♪
Nenyonyo nyonyo nyonyo nyonyo nyonyo nyonyo nyonyo nyonyo nyonyo","","♪ Nyonyoyaaahh~ I'm going
to sleep, nyow-nyuwaan!"
"……ヘンテコな歌が聞こえてきたの","","...... I heard a weird song.","","...I heard a weird song."
"……歌詞、気になって……眠れない……","","...... lyrics, I can't sleep ...... because I'm curious ......","","...The lyrics are bothering me... I can't sleep."
"にょわー！　じゃ、じゃあ別の子守唄にするにぃ！
えーっと、えーっと……","","Well, then, I'll choose a different lullaby!
Let's see, let's see: ......","","Nyowah! Th-Then I'll sing a different lullaby for you, okay?
Let's see, umm..."
"きらり、そのふたりは放っておけば、
いつの間にか眠ってるから大丈夫だぞ","","Kirari, leave those two alone,
You'll be asleep before you know it. You'll be fine.","","Just leave those two alone, and they'll fall asleep before you know it.
You should be able to get some sleep without any worries on your mind at all"
"むぅ……！　なんだかテキトーな
扱いをされている気がするの","","Muah ......! What a Texan!
I feel like I'm being treated","","Hmm...! I feel like you're treating
me pretty casually."
"うにゅ。甜花ちゃん、美希ちゃん。
お昼寝の邪魔をして、ほんとにごめんねぇ……","","Unyu, Tetuka, Miki.
I'm really sorry to interrupt your nap. ......","","Unyu. Tenka-chan, Miki...
I'm really sorry for interrupting your nap..."
"ううん……もう、大丈夫……
ドキドキ、おさまったから……","","Nah, ...... already, I'm fine. ......
Pounding, because it's subsided: ......","","No... I'm fine now.
My heart's calmed down, so..."
"そうなの！　次は仕事をサボってお昼寝をしている
プロデューサーに、きらりんアタックをするの♪","","Oh yeah! Next thing I know, I'm skipping work and taking a nap.
♪ I'm going to make a Kirarin attack on Producer ♪","","That's right! Next up, we attack Producer
who skipped work to take a nap. ♪"
"うきゃっ☆　それは名案だゆ！
居眠りしているＰちゃんを見かけたら教えてにぃ！","","That's a great idea!
If you see P-chan dozing off, let me know!","","Aaah☆ That's a great idea!
If you see P-chan dozing off, let me know!"
"……なんでそうなるんだ？","","...... Why is that?","","......why would she do that?"
"（今回の仕事はかなりいい手応えを感じた。
きらりも晴れやかな表情だ）","","(I felt a pretty good response to this job.
(Kirari also looks radiant.)","","(This job felt pretty good.
(He looks so happy.)"
"Ｐちゃん！
今日のお仕事、すっごくハピハピだったよね♪","","P!
You had a great day at work today, didn't you?","","P-chan!
Today's work was really happy~"
"そうだな、元気いっぱいで、
きらりらしい魅力が伝わったと思う","","Yes, full of energy,
I think I conveyed Kirari's typical charm.","","You're right. He was full of energy, and I think he got the
glamour that you wanted to see him in a different way from before..."
"うぇへへー♪　きらりね、ルミナスのみんなと
一緒に頑張ってきて、いっぱい刺激をもらったんだ","","Wohehehee♪ Kirari, with everyone at Luminous!
We've worked so hard together, and I've been inspired a lot.","","Heheh! ♪ I'm so jealous. We worked really hard together, and
we got a lot of inspiration from you guys in Luminous as well"
"いろいろあったけど、みんな一生懸命で、
もっとルミナスをおっきくしようって頑張ってるの","","There was a lot going on, but everyone was working very hard,
I'm trying my best to make the luminous bigger.","","We've been through a lot, but everyone is
trying their best to make Luminous bigger."
"だから、みんなといると
きらりもがんばるにぃ！　って、気合が入るんだゆ☆","","So, when I'm with you guys.
Kirari will do her best!","","So when I'm with everyone,
it gets me all fired up! ☆"
"きらりと仲良くしてくれたみんなと、
一緒にいられるのが、すっごく嬉しいんだぁ♪","","With Kirari and everyone who has been good to me,
I'm so happy to be with you!","","I'm really happy to be with everyone
who got along so well♪"
"……そうか。ルミナスがきらりの
支えになっているのなら、良かったよ","","...... Okay, so Luminous is Kirari's
I'm glad you're being supportive.","","...I see. I'm glad that Luminous is supporting
you in some way, Glittery..."
"うん♪　合宿に行ったり、おしゃべりしたり♪
みんなといろんな活動をして、毎日ハピハピだよぉ♪","","Yes... we go to camps, we chat...
I'm happy to do various activities with everyone.","","Yep♪ We went on a training camp and chatted together~ I'm so
happy every day, having lots of activities with everyone!"
"ルミナスのみんなも、きらりと一緒に
活動できて楽しんでいると思うぞ","","Everyone in Luminous is also with Kirari.
I'm sure you're enjoying being active.","","I'm sure everyone in
Luminous enjoys working with you."
"にょわ～♪　みんなも同じ気持ちなら、
とーってもハピハピだにぃ☆","","Nyowa~♪ If everyone feels the same way,
I'm so happy-happy!","","Nyowaa♪ If everyone else feels the same
way, then it's really happyy-hoo☆"
"うぇへへ。Ｐちゃんは～、スイーツみたい♪
いっつもきらりをハピハピにしてくれて","","P-chan~ is like a sweet!
You always make Kirari happy and happy.","","Heheh. P-chan, you're like a sweet~ You
always make me happy with your sparkles!"
"スイーツに例えられたのは初めてだな。
でも、きらりの好きなものに例えてくれて光栄だ","","This is the first time I've ever been compared to Sweets.
But I'm honored that you likened it to something Kirari likes.","","This is the first time I've been compared to sweets.
But it's an honor to be compared with something I like."
"きらりもスイーツみたいになりたいなぁ☆
みんなをあまあまハピハピにしちゃうの♪","","Kirari wants to be like Sweets.
I'm going to make everyone so happy-happy-happy!","","I wanna be like a dessert too☆
Make everyone happy and sweet♪"
"きらりは十分、スイーツみたいだよ","","Kirari looks like a sweetheart, enough said.","","You've got enough sparkle to make you look like a sweet."
"うっきゃー☆　うれすぃ～☆
じゃあじゃあ、きらりはどんなスイーツみたい？","","I'm sooooooooooooooooooooooooooo happy!
Okay, then, what kind of sweets do you like Kirari?","","Ukyaa☆ I'm so happy   Then, what
kind of sweets is the sparkle?"
"そうだなぁ。きらりをスイーツで例えるなら、
キラキラしているものだろうから……","","Yes, if I were to compare Kirari with sweets,
Because it would be a sparkling thing: ......","","Yeah. If I were to compare glimmers with sweets, it'd
probably be something shiny and stuff like that..."
"コットンキャンディ","","cotton candy","","Cotton candy"
"パフェ","","parfait","","Parfait"
"板チョコ","","bar of chocolate","","Itachoco"
"スパンコール","","sequin","","Sequin"
"コットンキャンディ……だっけ？
カラフルで優しい雰囲気がきらりみたいだな","","Was it Cotton Candy ......?
Colorful and gentle, just like Kirari.","","Cotton candy... right?
It's like you have a twinge of color and gentleness to it."
"うぴゃー！　きらりんがコットンキャンディ！？
ふわふわできゃわきゃわなアイドルってことかにぃ♪","","Whaaaat! Kirarin is a cotton candy!
I mean, a fluffy and cute idol....","","Upyah! Glitters are cotton candy?
So you're a fluffy and cute idol, huh?"
"さすがＰちゃん、いろんなスイーツを知ってるにぃ☆
うぇへへ♪　Ｐちゃんに褒められてテレテレだゆ！","","As expected of P-chan, you know all kinds of sweets.
I'm so excited to be praised by P-chan!","","That's P-chan for you! She knows all kinds of sweets☆
Ueheh♪ You get embarrassed when she complimented ya, right?"
"パフェなんて、きらりっぽいと思うぞ。
賑やかで楽しい気分になるからな","","I think a parfait is very Kirari-like.
It's just so lively and fun to be in the mood.","","I think parfaits are pretty flashy.
It'll be fun and lively."
"いろいろ乗ってて、ひと口ごとに違う味が楽しめて。
うん、きらりんも飽きさせないアイドルになるゆ☆","","It has a variety of flavors on it, and each bite has a different taste.
Yes, Kirari will be an idol that will never bore you.","","There's a lot of stuff on it, and I can enjoy different flavors with each bite.
Yup, I'll become an idol that even Kirarin will never get tired of☆"
"板チョコ……とか？
ごめん、スイーツはよく分からなくて……","","Like the chocolate board ......?
Sorry, I'm not familiar with sweets. ......","","Like... chocolate bars?
Sorry, I don't really understand sweets..."
"板チョコもお手軽でおいすぃスイーツだけど……。
板チョコっぽいアイドルってどーゆー感じかなぁ？","","Chocolate boards are also an easy and delicious sweet. ......
How do you think a chocolate-board-like idol would look like?","","The chocolate bars are pretty easy to make and tasty sweets, but...
I wonder what it's like to be a chocolate bar idol?"
"きらりでキラキラっていったら、
スパンコールだろうな……","","When I say sparkle with glitter,
I'm sure it's sequins. ......","","If you say sparkly and sparkling,
I guess it's a sequin..."
"スパンコールもキラキラできゃわいいけど……。
デコデコする材料でスイーツじゃないよぉ？","","The sequins are sparkly and pretty, but .......
It's not a sweet with ingredients for deco-decoration, right?","","It'd be nice if the sequins could sparkle, too...
It's an ingredient to decorate, not a dessert."
"まあ、例えが的確かどうかはさておき、
きらりはきらりのままでいいってことだ","","Well, let's put aside whether the analogy is accurate or not,
It means Kirari can be Kirari as she is.","","Well, setting aside the question of whether or
not it's accurate to say that a sparkle is fine."
"きらりはそのままで十分、
魅力的なアイドルなんだからな","","Kirari is good enough as it is,
You're an attractive idol.","","You're an attractive
idol, just like that."
"うぇへへ♪　Ｐちゃん、いつもありがと☆","","Thanks for everything, P-chan!","","Heheh! ♪ P-chan, thanks as always☆"
"Ｐちゃんがそう言ってくれるから、
きらりはもーっと頑張れちゃうゆ♪","","Because P-chan says so,
Kirari can do much better","","P-chan says that, so I can do my
best with the twinkling lights! ♪"
"ああ、きらりにしかできないことがあるからな。
それを大切にして、きらりには活動していってほしい","","Yeah, because there are things only Kirari can do.
I want Kirari to keep that in mind as she carries out her activities.","","Yeah, there's something only a glimmer of hope can do.
I want you to treasure it and work hard."
"うぇへへ♪　きらりんにしかできないことかぁ～
うん！　きらりんらしく活動していくにぃ♪","","Hee hee hee......something only Kirarin can do~!
I'm going to work like Kirarin.","","Heheh~ Is that something only you can do? Yeah!
I'll be sure to keep up the good work, meow♪"
"だからＰちゃん、一緒に頑張ってほしいの。
よろしくおにゃーしゃー！　びしぃ！","","So, P-chan, I want you to work with me.
Nice to meet you, Bishii!","","That's why I want you to do your best with me, P-chan.
It's a pleasure to meet you, meow-sha!"
"こちらこそ、改めてよろしく。
これからも一緒に頑張っていこうな","","Nice to meet you again, too.
Let's keep working together.","","Likewise. I'm looking forward to working with you all again!
Let's do our best together from now on."
"すぅ……すぅ……うみゅ…………","","Suu...... Suu...... Umu............","","Zzz... zzt. Umyuu~"
"（きらりが昼寝してる？　珍しいな。
杏と一緒に寝てるのかな）","","(Kirari is taking a nap? That's rare.
(Is he sleeping with apricots?)","","(A sparkle taking a nap? That's rare.)
Maybe she's sleeping with Anzu.)"
"うみゅ～……すぅ……","","Umu~...... suu......","","Umyuu... Zzz."
"（ひとりで寝てるのか。最近張り切ってるから、
疲れたんだろうな。そっとしておこう）","","(Sleeping alone, since you've been on a roll lately,
(He must be tired; let's leave him alone.)","","(She's sleeping by herself? She must be tired from all the
excitement lately. I should leave her alone for now)"
"ふみゅ……。
どらたたたたたたたたたたたたたたっ！","","Fumyu. .......
Doratatatatatatatatatatatatatatatatatatatatatatatatatatatatatatatatatatat!","","Fumyu...
*tap*tap!"
"な、何だ！？","","Hey, what the hell?","","Wh-What's going on!?"
"ふぁ……ありゃりゃ、夢？
きらりん、今ミシンをかけてたんだけど……","","Fu...... ah, a dream?
Kirarin, I was just working on my sewing machine: ......","","*yawn* Is that a dream?
Kirarin, I'm sewing machines right now..."
"もしかして、今の、ミシンの音だったのか？
夢でまで裁縫するなんて、本当に好きなんだな","","Perhaps that was the sound of a sewing machine?
You must really love sewing, even in your dreams.","","Was that the sound of a sewing machine just now?
You really like sewing even in your dreams, don't you?"
"うん！　イメージしたお洋服ができていくのって、
すっごーく、たのすぃーんだよぉ☆","","Yes! It's like having an image of the clothes you're going to wear,
It's sooo fun!","","Yep! Making clothes that look like
they're going to be a lot of fun☆"
"でも、夢中になっちゃって、ついつい、
夜更かししちゃうにぃ……","","But I got carried away,
I'll be up late ......","","But I got so caught up in it that we
couldn't help but stay out late, you know...?"
"きゃわゆい杏ちゃんに、きゃわゆいお洋服を
着てほしくって、きらり張り切っちゃうの☆","","Cute clothes for cute Anzu!
I want her to wear it, so Kirari gets all worked up.","","I want Anzu-chan to wear some cute
clothes, so that's why she gets all excited☆"
"それで、夢の中でまで杏の衣装を作ってたのか？","","So you were making apricot costumes even in your dreams?","","So, you were making Anzu's costume even in your dreams?"
"うん！
杏ちゃんの衣装を縫い縫いしてたんだよぉ！","","
I was sewing and stitching Anne's costume!","","Yeah!
I was sewing Anzu-chan's costume!"
"上手にできたって思ったんだけど、
夢だったのかぁ……しょんぼり～","","I thought I did well,
It was a dream... ...... Shonen~","","I thought I'd done a good job, but it turned out
to be just an illusion. How dejected of me..."
"でも、夜更かしはよくないぞ。無理はしないこと。
顔にも疲れが出てるじゃないか","","But don't stay up too late, and don't overdo it.
You look tired.","","But it's not good to stay up too late. You shouldn't push yourself so hard, either!
You're looking tired."
"ふみゅ～。そうだにぃ……。
みんなにも迷惑かけちゃうし。きらり、反省……","","Fumyu~ yes, I know. ......
Kirari, I'm sorry. ......","","Fumyuu. That's right, nii-ni...
I'll cause trouble for everyone. Glittering, reflecting..."
"ねえ、Ｐちゃん。
今のきらり、そんなに疲れた顔してる？","","Hey, P-chan.
Does Kirari look so tired now?","","Hey, P-chan.
Was that glint on your face really so tired?"
"ああ、パッと見ただけでも……","","Oh, just a quick glance: ......","","Yeah, even at a glance..."
"眠そうな顔してる","","You look sleepy.","","You look sleepy."
"隈ができてる","","It's shaded.","","You've got bags under your eyes."
"肌が荒れてる","","Rough skin.","","Your skin's all messed up."
"ヨダレのあとがある","","There are drool marks.","","You're drooling."
"眠そうな顔してるぞ。
まだぼーっとしている感じがするな","","You look sleepy.
You still seem to be in a daze.","","You look sleepy.
It still feels like you're spacing out."
"うぴゃ……。Ｐちゃんにはお見通しだにぃ～","","Upia....... P-chan can see right through you~!","","Upyah... P-chan sees right through meeee~"
"うぇへへ♪　Ｐちゃんって、きらりんのこと
すっごくよく見てくれてるんだにぃ☆","","Eheheheh... P-chan means Kirari.
She's really paying attention to me.","","Heheh! ♪ P-chan, you've got a
really good eye for Giraffe☆"
"うっすら隈ができてるぞ","","You've got some shading.","","There's a little kuma here."
"うぴゃ、ほんとにぃ！？　お昼寝をしたら
取れるかなぁ……っと、その前に鏡、鏡～","","Woopya, really! After taking a nap...
I wonder if I can get it off ...... but first, mirror, mirror~!","","Wh-Whoa, really?! I wonder if you'll be able to get it off
after taking a nap... Wait. Before we do that the mirror is ⁇"
"ん～……？　これくらいなら大丈夫！
……って、Ｐちゃんよく気付いたにぃ～","","Hmmm... ......? This is about right!
How did you notice ......, P-chan?","","Hmm...? This much is fine!
...Oh, P-chan. I'm surprised you noticed~"
"肌が荒れてる気がするぞ","","You're skin feels rough.","","I feel like my skin's getting rough."
"ええっ、お肌が……？
き、気を付けなくちゃ……ふにゅ……","","What, your skin is ......?
Ki, I have to be careful ...... funyu......","","Huh? My skin...
I-I have to be careful... *sob*"
"Ｐちゃんは、きらりんが気付かないところまで
ちゃんと見てるんだね","","P-chan, to the point where Kirari doesn't even notice.
You're looking right at it.","","P-chan, you've been watching things
that Kirarin has no idea about."
"さっきの昼寝をしていたときの、
ヨダレのあとがついてるぞ","","When I was taking a nap earlier,
You've got drool on you.","","There's traces of the
drool from your nap."
"うきゅ！？　は、早く教えてよぉ～！
きらりん、恥ずかしい～！","","Ukyuu!? can't wait to hear about it!
Kirarin, I'm so embarrassed!","","Hurry up and tell me, n!
Kirarin, this is so embarrassing!"
"あ～、きらりんのふちゅーいだけど、
Ｐちゃん、教えてくれてありがとにぃ……","","Ahhh, Kirarin's futyuuuuuuuuuuuuu,
Thanks for letting me know, P. ......","","Ah, it's a twinkle-shaped one. Thanks for teaching me
how to do this stuff like you did back then... P-chan~"
"俺はきらりのプロデューサーだからな。
アイドルをよく見ておくのは当然だ","","I'm Kirari's producer.
It's only right to keep a close eye on your idols.","","I'm a producer, after all.
It's only natural to get a good look at an idol."
"だから、きらりが杏を大切に思ってるのも
よくわかるよ","","That's why Kirari cares so much about Anzu.
I know exactly what you mean.","","So, I can understand why you
care so much about Anzu."
"うぇへへ☆
杏ちゃんは、きらりのお友だちだから♪","","Hehehe*
Anzu is a friend of Kirari's. ♪","","Uehe heh☆ Because
Anzu-chan is my glittering friend♪"
"きらりに服を作ってもらえる杏は幸せだと思うぞ","","I think Anzu is lucky to have Kirari making her clothes.","","I think Anzu is happy that she's able to make clothes for you."
"そうだといいなぁ☆　……あっ、
Ｐちゃんのスーツ、ちょっとほつれちゃってるゆ","","I hope so☆ ...... Oh,
P-chan's suit is a little frayed.","","I hope so☆ ...Ah, P-chan's
suit is a little frayed."
"えっ？　……本当だ、新調しないとな","","What? ...... Really, I need a new one.","","Huh? ...You're right, I need to get a new one."
"ふみゅふみゅ……あ、きらりーん☆
いいこと、ひらめいちゃったゆー♪","","Fumyu Fumyu ...... Oh, Kirari☆!
I've got an idea.","","Fumyufmya... Ah, sparkle☆
I just had an idea♪"
"（きらりは何かを閃いた様子だが……。
まあ、本人が言うように『いいこと』だと信じよう）","","(Kirari seems to have had a flash of something. ......
(Well, let's just believe it's a 'good thing' as he says)","","(It looks like something just occurred to her, but...
Well, I'll believe that it is 『Good things.』 as he says.)"
"ふわわぁ～。あふっ……。
ご、ごめんなさいにぃ～","","Fluffy - ahwah. .......
I'm sorry, I'm sorry.","","*Yawn*. Ahh...
I-I'm so sorry, bro."
"気にしなくてもいいけど、大きなあくびだったな","","Never mind, that was a big yawn.","","Don't worry about it, but that was a big yawn."
"きらりもスケジュールがびっしりで、忙しいからな。
無理をしないで、活動が大変な時は相談してくれ","","Kirari's schedule is jam-packed and she's busy.
Don't take it too hard. Talk to me if you have a hard time with an activity.","","My schedule is packed and I'm busy.
Don't push yourself too hard. Just let me know if you ever need help with anything, okay? I can do it for ya or whatever"
"……えっ？　あっ、うん！
いつも心配してくれて、ありがと☆　Ｐちゃん♪","","...... eh? Oh, yeah!
Thanks for always worrying about me, P-chan.","","...Huh? Oh, yeah!
Thanks for always worrying about me, P-chan! ♪"
"ん？　ぎこちない返事だったけど、
活動で不安なことでもあるのか？","","Hmm? It was an awkward response,
Are you worried about something in your activities?","","Hm? Your response was a little awkward. Is there
something bothering you with your club activities, or..."
"うぴゃ！　そ、そうじゃなくてぇ……","","That's not what I meant. ......","","Uhya! Th-That's not what I meant..."
"えっとね、前にＰちゃんに夜更かしは『めっ！』
って、怒られちゃったことがあったけど……","","Let's see, P-chan once told me that staying up late is ""meh!
I was so pissed off once. ......","","Um, P-chan didn't stay up late last time.『Meh!』
Well, he did get mad at me once..."
"実は、Ｐちゃんに怒られるって分かっていたけど、
きらりん、今お洋服を作ってるの","","Actually, I knew P-chan would be mad at me,
Kirarin, I'm making clothes now.","","Actually, I knew P-chan would get mad at me for
it. But Kirarin's making some clothes right now"
"……それは褒められたことじゃないな","","...... That's not a compliment.","","...That's not something to be praised for."
"だけど、杏にそこまで洋服が必要か？
いつもＴシャツしか着ていないイメージだけど","","But does Anzu need that many clothes?
I've always had the image of you wearing only T-shirts.","","But, does Anzu really need that much clothes?
I always pictured you wearing nothing but a T-shirt."
"うぇっ！？　えっ、そ、そうだにぃ！
あ、杏ちゃん、すぐにお洋服を汚しちゃうから！","","Eh, yes, that's right!
Oh, Anzu, you'll soon get your clothes dirty!","","Huh?! Wha, y-you're right broskiiin!!
Anzu-chan, I'll get your clothes dirty right away!"
"汚れただけで、新しい洋服を作るのか？","","Just because it's dirty, they make new clothes?","","You make new clothes just because you're dirty?"
"うきゃっ！　えっとえ～っと……。ステージ衣装とか
すぐに破けちゃったりするから！","","Uwkiah! Um, let's see... ......... stage costumes and all that.
They can tear easily!","","Aaah! Um, um... I'll rip your stage
costume right off if you do that."
"ああ、なるほどね。杏、ステージ衣装でも、
雑に扱いそうな感じがするもんな","","Oh, I see...apricots, even in stage clothes,
It seems like he's going to treat them roughly.","","Oh, I get it. Anzu looks like she'd be treated
roughly even in her stage costume..."
"そんなことないにぃ！　杏ちゃんは、きらりんが
作った衣装、すっごく大事にしてくれるよ！","","That's not true!
They will take very good care of the costumes they made!","","That's not true! Anzu-chan will treasure
the outfit you made, Kirarin."
"そうだったのか。ごめんな、イメージだけで
杏のことを悪く言ったりして","","Oh, right, sorry, just an image.
I would say bad things about apricots.","","I see. Sorry for speaking ill of
Anzu just based on my image..."
"だとしたら、なおさら杏に新しい衣装を
作る必要もないんじゃないのか？","","If so, I'd like to see a new outfit for apricots even more so.
You don't even have to make it.","","In that case, there's no need
for Anzu to make a new outfit."
"にょわー！　ぴ、Ｐちゃん、鋭いにぃ……。
でもね、ど～しても作りたいお洋服があるの！","","Nyowa! Pi-chan, p-chan, sharp nyi. ......
But you know, there are some clothes that I really want to make!","","Nyowaa! P-P-chan, you're so sharp...
But there's something I want to make no matter what!"
"じつは、新しいチャレンジをしているんだけど、
なかなかうまくいかなくて……","","Actually, I'm taking on a new challenge,
I'm having a hard time getting it right. ......","","Actually, I'm trying a new one right
now. But it just doesn't go well..."
"きらり～ん☆　って、いんすぴれーしょんが
わかなくて、針がチクチク進まないんだゆ……","","Kirari~~"", the inspireeshon said.
I can't get the needle to move. ......","","Gliiiing☆ Wait, I don't know the
Inspireshon. The needle won't prick up..."
"挑戦したいことは見つかったけれど、
どこから手をつけたらいいか分からない感じか……","","I have found something I want to try, though,
Do you feel like you don't know where to start? ......","","We found something we wanted to
try, but don't know where..."
"力になるぞ","","I'm gonna help you.","","I'll help you."
"思い詰めるな","","Don't get worked up.","","Don't worry about it."
"諦めよう","","Let's give it up.","","Let's just give up."
"よければ力になるぞ。俺がきらりに
できることがあったら、なんだって言ってくれ","","I can help you, if you like.
If there's anything I can do, anything at all, just let me know.","","I'd be happy to help. Just let me know if there is anything I can do for
you, okay? Anything at all would make things easier on us in the future"
"ほんとにー！？　うっきゃー！
やっぱりＰちゃんは優しくて、頼りになるにぃ♪","","Really!
P-chan is kind and reliable after all.","","Really?! Ukyaaahh!!
P-chan really is kind and reliable~"
"うんうん！　Ｐちゃんが背中を押してくれるなら、
きらりん、最後まで諦めずに頑張れりゅ！","","Yeah, yeah! If only P-chan would have my back,
Kirarin, don't give up and hang in there until the end!","","Yeah, yeah! As long as you're giving me a push in the right direction.
Giraffein will never give up and do her best until we get to this point!!"
"あんまり思い詰めないようにな。そういう時は、
気を楽にしたときに解決策が見つかるもんさ","","Don't get too worked up about it,
When you put your mind at ease, you'll find a solution.","","Don't worry too much about it. In times like that, you can find
a solution when things are easier to deal with than they seem."
"うん、わかったにぃ。Ｐちゃんに心配させない
ためにも、夜更かしは今日でおしまいにするにぃ！","","I won't let P-chan worry about me.
I'm going to stay up late today for the sake of my family!","","Okay, got it. I won't stay up too late
today so P-chan can worry about me!"
"それに、みんなに迷惑をかけないように、
少しずつチクチク～って、ガンバルことにすゆ！","","Besides, I don't want to get everyone in trouble,
I'm going to keep on trying, little by little!","","And I'll do my best not to cause trouble
for everyone by pricking them up bit-by-bit!"
"そういう時は、きっぱりと諦めたほうがいいぞ。
他の活動にも影響を与えかねないからな","","When that happens, you'd better give up once and for all.
It could affect other activities.","","At times like that, it's best to give up decisively.
It could have an effect on other activities."
"うう……Ｐちゃんがそう言っても、
諦めることは、どぉ～してもできないよぉ","","Uu......P even if you say so,
Giving up is not an option.","","Ugh... Even if P-chan says that, I can't
give up no matter what you do to meeee."
"夜更かしはおしまいにするから、今チクチクしている
お洋服だけは……絶対に完成させたいの！","","I'm staying up late, so I'm tingling now.
I just want to make sure that the clothes are ...... absolutely finished!","","I'll stop staying up late, so at least let
me finish the clothes that sting right now!"
"そうか。きらりの意思は伝わったぞ……。
そういうことなら、俺も手伝おう","","Well, Kirari's intentions were conveyed to me. ......
In that case, I'll help you.","","I see. Her intentions were clear...
If that's the case, I can help."
"えっとね～。新しいお洋服のイメージが、
きらりんの頭の中にもやもや～ってあるんだけどぉ","","Let's see...what do you think of the new clothes?
I've got a maze~ in Kirarin's head...","","Um, I've got this weird image of a new outfit in your head right now. You know what?
It kinda makes me feel like you have to wear it all the time or something..."
"それが、きらり～ん☆　ってなって、びしぃ！　っと
ハピハピになれる、なにかが見つからないにぃ～","","And then, ""kirari~n*"", and then, ""bish!
I can't find anything that makes me happy~!","","And then it'll sparkle☆ and pop! Then you
can be happy, but not find anything."
"……つまりは、きらりの想像力が高まるような
洋服のサンプルがあれば……ってことか","","...... that is, to enhance Kirari's imagination.
If you have a sample of clothing, you mean ......","","...In other words, if you have a sample of
clothes that will boost your imagination..."
"にょっわ～！　さっすが、Ｐちゃん！　そうだよね、
いろんなお洋服を見て勉強するのがイチバンだにぃ！","","Nyowa~! That's great, P-chan! I know, right?
The best way to learn is to look at a variety of clothes!","","Wow! That's our P-chan for you, all right. I like
to study by looking at a lot of different clothes~"
"きらりがどうしても作ってみたい洋服か……。
それは俺も、ぜひ見てみたいもんだな","","Is it the clothes Kirari really wants to make or .......
I'd love to see that, too.","","So this is the kind of dress that Glitter really wants to make...
I'd love to see that myself."
"ぴやぁ！　ホントぉ～！？
Ｐちゃんのためにも、きらりん頑張っちゃうにぃ！","","Really?
I'll do my best for P-chan, Kirarin!","","Pyaa! Really?
For P-chan's sake, do your best!"
"きゃわゆくてハピハピなお洋服が作れるように、
お洋服のサンプルをおにゃーしゃー！　Ｐちゃん♪","","To make cute and happy clothes,
Onyasha for the clothing samples! P-chan ♪","","P-chan, let's get a sample of your
clothes so we can make you happy and excited!"
"きらり、約束の衣装を持ってきたぞ。
これがあれば、新しい洋服の参考になるだろう","","Kirari, I've got the outfit I promised you.
This would be a great reference for new clothes.","","I've brought you the outfit we agreed on.
With this, I'll be able to use it as a reference for new clothes."
"にょわわー！　ステキなお洋服だにぃ～！
Ｐちゃん、ありがとぉー☆","","Nyowawaa! Lovely clothes~!
Thanks, P-chan!","","Nyowawa! What wonderful clothes you've got there~
P-chan, thanks! ☆"
"にゅふふっ♪　新しいお洋服を見ていると、
キュピーン☆　って、イメージが湧いてくりゅ～！","","Nyuhuhu♪ Looking at your new clothes,
I can't help but get an image of ""Cupid!","","Nyuhufu♪ When I see new clothes, the
image of “Kyupine☆ comes to mind!"
"役に立てたのならなによりだ。きらりなら、
きっと素敵な洋服を作れると思うぞ","","I'm glad I could be of help, Kirari,
I'm sure you'll make some great clothes.","","I'm glad you were able to help. If it was just a glimmer
of hope, we could make some wonderful clothes together!"
"うん♪　ハピハピなＰちゃんのスーツを、
作ってあげるからね♪","","Yeah...Â HAPPY P-suit,
I'll make it for you. ♪","","Okay! ♪ I'll make you
a happy P-chan suit."
"俺のスーツ？　杏の洋服じゃなくて？","","My suit? Not apricot clothes?","","My suit? Not Anzu's clothes."
"にょわっ！！","","Nyoww!","","Nyowah!!"
"え～っと。ぴ、Ｐちゃんのスーツじゃなくて……！
ピーコート……！　じゃなくて～、え～っと……","","Let's see...P, not P-chan's suit.........
Peacoat ......! Not - let's see - ......","","Let's see... Not P-P-chan in her suit!
A peacoat...! I mean, ummmm."
"あ～、にょわにょわ～。口がすべっちゃったぁ……。
Ｐちゃんには、秘密にしておきたかったのにぃ～","","Oh, nyowa nyowa - I slipped up. ......
I wanted to keep it a secret from you, P-chan.","","Ahh, my mouth slipped...
I wanted to keep it a secret from P-chan~"
"そうだったのか。俺のスーツを……。
ありがとうな、きらり","","I didn't know that...you can check out my suit at .......
Thanks, Kirari.","","So that's how it is. My suit...
Thanks, Glit."
"ん～ん、どういたしまして☆","","Mmmm, you're welcome*.","","Hmm, you're welcome☆"
"うぇへへ♪　Ｐちゃんには、
いつも助けてもらってるからにぃ♪","","Ehehehe♪ For P-chan,
You're always helping me out.","","Heheh! ♪ You're always
helping me out, P-chan."
